Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S95451573,煤山雀,Periparus ater,21146,3,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95451573,青背山雀,Parus monticolus,21362,5,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95417088,黃山雀,Machlolophus holsti,21411,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
S95451573,黃山雀,Machlolophus holsti,21411,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95414758,斑紋鷦鶯,Prinia striata,22371,1,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95411650,褐頭鷦鶯,Prinia inornata,22454,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412130,褐頭鷦鶯,Prinia inornata,22454,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95417088,台灣叢樹鶯,Locustella alishanensis,22990,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
S95451573,台灣鷦眉,Pnoepyga formosana,23138,3,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95412703,家燕,Hirundo rustica,23291,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
